point_one_speed,point_one_deviation,point_two_speed,point_two_deviation,point_three_speed,point_three_deviation,point_four_speed,point_four_deviation,point_five_speed,point_five_deviation,point_six_speed,point_six_deviation,point_seven_speed,point_seven_deviation,point_eight_speed,point_eight_deviation,point_nine_speed,point_nine_deviation,point_ten_speed,point_ten_deviation,point_eleven_speed,point_eleven_deviation,point_twelve_speed,point_twelve_deviation,point_thirteen_speed,point_thirteen_deviation,point_fourteen_speed,point_fourteen_deviation,point_fifteen_speed,point_fifteen_deviation,CollectCount,Score
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.428340094430106,11.172495916485786,0,0,2,68
1.0312610842146963,16.685404848169398,1.018901262126985,17.10821777486032,1.1931473703095408,9.590120425864832,0.6832978920858415,8.791589281732037,0.6281924247741699,19.235441368027235,1.3777192687988282,8.866454733353034,0,0,1.0667745711955618,8.860352205578238,1.15433084739829,12.304725121292803,0.5114912986755371,34.22271843999624,1.3610848965852156,27.250173527747393,1.2584259279312626,9.338153935968876,1.1970725059509277,7.008838885292715,0.9032258064516129,43.491544736914484,0.6292134831460674,29.60075337489446,20,134
1.2444444444444445,29.696024169092592,1.6714445415296053,45.955072549673226,0,0,1.3434100151062012,55.42087313623139,0,0,0,0,2.063286236354283,38.2599778175354,2.920976785513071,22.118202371256693,2.703765695745295,26.835875568182573,0,0,0,0,3.112253525677849,22.725968970192802,0,0,1.4183618757459853,38.513476839191036,0,0,8,72
5.405318123953683,84.96046267385069,2.8459047837690874,18.63813113129657,0,0,2.2401275634765625,26.081636968411896,0,0,2.5832786560058594,31.13774113221602,1.3509921073913573,37.03263591584705,0,0,3.4166719913482666,28.57453684245839,0,0,0,0,0,0,0.9862720701429579,35.72750012678643,3.307607148822985,10.68124580681324,0,0,9,80
2.626384735107422,67.57823117305007,0.9453833544695819,67.20344196646302,1.4892548152378626,51.25376251131989,0.949603619782821,35.417450009508336,0.8839456800004126,55.64277192226891,1.4195355867084705,42.98482390805938,2.9012703668503534,11.316766459833492,2.2492360432942706,13.462155700931627,5.035065333048503,78.66856184601784,1.523301717397329,48.22858648969416,2.740660416452508,87.53301012175423,0.5668400658501519,77.28928836649412,1.4461577131941512,15.1602610851589,2.4631200517926897,78.15046283176967,1.6070528030395508,28.840594549070705,18,128
0,0,2.3214478669343173,31.118244613919938,0,0,1.713597297668457,46.14755836486816,2.0191087341308593,30.359897576845608,2.413715494090113,38.42809756994247,2.4708775607022373,28.85660222172737,0,0,2.956658681233724,46.71251290649175,0,0,2.6404495239257812,18.50694139798482,0,0,0,0,2.4520370165506997,23.07382110448984,0,0,8,76
0,0,3.5814891391330295,22.168510962473718,3.295172691345215,8.597735781669616,0,0,2.2415070003933377,24.040953874588013,2.7498491460626777,9.225088160970937,0,0,1.6499158541361492,45.53599955201149,2.6058658253062856,20.012506834514763,1.3551851419302134,100.90153591632843,2.6910435358683267,41.19159386708186,0,0,0,0,2.3764774322509767,26.285801454023883,0,0,10,96
0,0,0,0,0,0,2.7281625270843506,21.480714061680963,0,0,3.319447471981957,20.859254876772564,0,0,2.9386270963228664,16.915261338154476,0,0,0,0,2.969053480360243,7.980434131622315,0,0,0,0,0,0,3.11370849609375,38.72469845571016,5,42
2.264575653076172,43.826915284762016,2.5910870478703427,19.372234344482422,3.045648847307478,61.65535229528454,2.4885543823242187,20.19635686007413,1.4312273326673006,21.71463276743889,2.16731325785319,33.953690713957734,2.5000265370244565,44.48968080431223,2.07140753004286,12.124592737147683,2.57067600886027,17.292831745147705,2.312485189998851,21.34997832434518,1.7472233627781724,23.96415455902324,4.862218856811523,96.25372529029846,1.5576707054586971,19.224397841427063,2.4366536347762398,25.148702689088307,3.7445892920860877,64.34425281850915,22,120
2.9473684210526314,18.969780496507884,2.7491111755371094,21.46300719542937,0,0,4.0561518949620865,12.062834395302666,4.252614241379958,10.502101785370282,3.498449053083147,14.38765793244044,0,0,3.336618423461914,21.55699951832111,1.9443182264055525,8.625268310308456,3.5132619684392754,15.964469462167472,3.425831264919705,17.568808147781773,4.405404227120536,5.956450390815735,1.7307815551757812,44.709064182482265,2.255133787790934,16.299818477630616,0,0,13,122
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
